source_id	predicate	source_text	translation_text	translator	source_lang	translation_lang	status	auto_review_score	final_reviewer	review_notes	synonym_type	status_history
DOID:0080786	oboInOwl:hasBroadSynonym	SCABD	Ataxia espinocerebelosa autosómica recesiva tipo 3	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0111612-oboInOwl:hasExactSynonym	0			obo:OMO_0003012	
DOID:0080786	oboInOwl:hasBroadSynonym	autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome	Sindrome de ataxia espinocerebelosa autosómica recesiva-ceguera-sordera	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0111612-oboInOwl:hasExactSynonym	0.88				
DOID:0080786	oboInOwl:hasBroadSynonym	autosomal recessive spinocerebellar ataxia-blindness-hearing loss syndrome	Síndrome de ataxia espinocerebelosa autosómica recesiva-ceguera-pérdida de la audición	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0111612-oboInOwl:hasExactSynonym	0.88				
DOID:0080786	oboInOwl:hasRelatedSynonym	SCAR3	Ataxia espinocerebelosa autosómica recesiva tipo 3	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0111612-oboInOwl:hasExactSynonym	0			obo:OMO_0003012	
DOID:0080786	oboInOwl:hasRelatedSynonym	autosomal recessive spinocerebellar ataxia 3	ataxia espinocerebelosa autosómica recesiva 3	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0111612-rdfs:label	0.99				
DOID:0080786	oboInOwl:hasRelatedSynonym	autosomal recessive spinocerebellar ataxia type 3	Ataxia espinocerebelosa autosómica recesiva tipo 3	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0111612-oboInOwl:hasExactSynonym	0.99				
DOID:0080982	oboInOwl:hasExactSynonym	X-linked mental retardation-hypotonic facies syndrome-1	Síndrome de retraso mental ligado al cromosoma X-facies hipotónica-1	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from rdfs:label	0.8				
DOID:0081411	oboInOwl:hasExactSynonym	B acute lymphoblastic leukemia with PAX5 P80R mutation	B Leucemia linfoblástica aguda con mutación PAX5 P80R	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from rdfs:label	0.915				
DOID:0081412	oboInOwl:hasExactSynonym	B acute lymphoblastic leukemia with DUX4 rearrangement	Leucemia linfoblástica aguda B con reordenamiento DUX4	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from rdfs:label	0.915				
DOID:0081433	oboInOwl:hasBroadSynonym	SCABD	Ataxia espinocerebelosa autosómica recesiva tipo 3	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0111612-oboInOwl:hasExactSynonym	0			obo:OMO_0003012	
DOID:0081433	oboInOwl:hasBroadSynonym	autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome	Sindrome de ataxia espinocerebelosa autosómica recesiva-ceguera-sordera	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0111612-oboInOwl:hasExactSynonym	0.88				
DOID:0081433	oboInOwl:hasBroadSynonym	autosomal recessive spinocerebellar ataxia-blindness-hearing loss syndrome	Síndrome de ataxia espinocerebelosa autosómica recesiva-ceguera-pérdida de la audición	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0111612-oboInOwl:hasExactSynonym	0.88				
DOID:0081433	oboInOwl:hasRelatedSynonym	SCAR3	Ataxia espinocerebelosa autosómica recesiva tipo 3	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0111612-oboInOwl:hasExactSynonym	0			obo:OMO_0003012	
DOID:0081433	oboInOwl:hasRelatedSynonym	autosomal recessive spinocerebellar ataxia 3	ataxia espinocerebelosa autosómica recesiva 3	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0111612-rdfs:label	0.99				
DOID:0081433	oboInOwl:hasRelatedSynonym	autosomal recessive spinocerebellar ataxia type 3	Ataxia espinocerebelosa autosómica recesiva tipo 3	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0111612-oboInOwl:hasExactSynonym	0.99				
DOID:0081453	rdfs:label	Dent disease 1	enfermedad de Dent tipo 1	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0050699-oboInOwl:hasExactSynonym	0.5489999999999999				
DOID:0081454	rdfs:label	Dent disease 2	enfermedad de Dent tipo 2	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0050699-oboInOwl:hasExactSynonym	0.5489999999999999				
DOID:0090014	oboInOwl:hasExactSynonym	interleukin-7 receptor alpha deficiency	deficiencia del receptor alfa de interleucina-7	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0060015-rdfs:label	0.925				
DOID:0090014	oboInOwl:hasExactSynonym	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, Nk cell-positive	Inmunodeficiencia combinada grave, autosómica recesiva, células T negativas, células B positivas, células Nk positivas	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from rdfs:label	0.7867999999999999				
DOID:0090018	oboInOwl:hasExactSynonym	autosomal dominant familial periodic fever	Fiebre periódica familiar autosómica dominante	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from rdfs:label	0.98				
DOID:0090043	oboInOwl:hasExactSynonym	dystonia 5	distonía 5	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from rdfs:label	1				
DOID:0110068	rdfs:label	frontotemporal dementia and/or amyotrophic lateral sclerosis 3	demencia frontotemporal y/o esclerosis lateral amiotrófica 3	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from oboInOwl:hasExactSynonym	1				
DOID:0110069	rdfs:label	frontotemporal dementia and/or amyotrophic lateral sclerosis 4	demencia frontotemporal y/o esclerosis lateral amiotrófica 4	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from oboInOwl:hasExactSynonym	1				
DOID:0110461	oboInOwl:hasExactSynonym	dilated cardiomyopathy 3B	cardiomiopatía dilatada 3B	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0081164-rdfs:label	0.78335				
DOID:0110546	oboInOwl:hasExactSynonym	DFNA52	DFNA52	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0110578	1			obo:OMO_0003012	
DOID:0110546	oboInOwl:hasExactSynonym	autosomal dominant deafness 52	Hipoacusia autosómica dominante 52	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0110578	0.56775				
